loss,accuracy,f1_score,binary_io_u,val_loss,val_accuracy,val_f1_score,val_binary_io_u,lr
0.1419166475534439,0.950009822845459,0.499146431684494,0.6229154467582703,0.7003448605537415,0.9545966386795044,0.0,0.4772983193397522,0.001
0.065231554210186,0.9787962436676025,0.7274197936058044,0.7881580591201782,0.22040054202079773,0.9545966386795044,0.0,0.4772983193397522,0.001
0.05397789180278778,0.9817255735397339,0.7702010273933411,0.8135254979133606,0.27951234579086304,0.9545966386795044,0.0,0.4772983193397522,0.001
0.04771846905350685,0.9835647940635681,0.7937104105949402,0.8316718339920044,0.3481188416481018,0.9545966386795044,0.0,0.4772983193397522,0.001
0.04306704178452492,0.9847229719161987,0.8076499104499817,0.8421698212623596,0.32050204277038574,0.9545966386795044,0.0,0.4772983193397522,0.001
0.04485958814620972,0.9839945435523987,0.7961781024932861,0.8362134695053101,0.3196188509464264,0.9545966386795044,0.0,0.4772983193397522,0.001
0.039914172142744064,0.9856091141700745,0.8212257623672485,0.8508936166763306,0.33215779066085815,0.9545966386795044,0.0,0.4772983193397522,0.001
0.03637820482254028,0.986793041229248,0.825171947479248,0.8628696203231812,0.4092691242694855,0.9545966386795044,0.0,0.4772983193397522,0.0005
0.03197082504630089,0.9879543781280518,0.8534801006317139,0.8727569580078125,0.3535628616809845,0.9545966386795044,0.0,0.4772983193397522,0.0005
0.030713163316249847,0.9882581233978271,0.8530757427215576,0.8769887685775757,0.33486902713775635,0.9545966386795044,0.0,0.4772983193397522,0.0005
0.029894210398197174,0.988459050655365,0.8514915704727173,0.878951907157898,0.3058323264122009,0.9545966386795044,0.0,0.4772983193397522,0.0005
0.03164765238761902,0.9881199598312378,0.8583918213844299,0.8754750490188599,0.3192247748374939,0.9545966386795044,0.0,0.4772983193397522,0.0005
0.027351269498467445,0.9894534349441528,0.8687635064125061,0.8883918523788452,0.28281453251838684,0.9545966386795044,0.0,0.4772983193397522,0.00025
0.02502620965242386,0.990155041217804,0.8802118897438049,0.8954380750656128,0.2808077335357666,0.9545966386795044,0.0,0.4772983193397522,0.00025
0.024645971134305,0.9902735948562622,0.8789322376251221,0.8968188166618347,0.2595200836658478,0.9546326398849487,0.0008838263456709683,0.47771257162094116,0.00025
0.024190405383706093,0.9904996156692505,0.8823944330215454,0.8988360166549683,0.24065174162387848,0.9548414945602417,0.006046145688742399,0.4801172912120819,0.00025
0.02340955287218094,0.990694522857666,0.884723961353302,0.9011279344558716,0.2104378640651703,0.9553174376487732,0.020129311829805374,0.48568475246429443,0.00025
0.022363485768437386,0.991081714630127,0.8811659216880798,0.9050840139389038,0.1754375547170639,0.9568251371383667,0.06368445605039597,0.5035914182662964,0.00025
0.02208603359758854,0.9911852478981018,0.8965852856636047,0.9061167240142822,0.125101238489151,0.9644161462783813,0.28834429383277893,0.5920748710632324,0.00025
0.02198515646159649,0.9911275506019592,0.889595627784729,0.9055947661399841,0.11005961149930954,0.9704203605651855,0.43705764412879944,0.662151575088501,0.00025
0.021956346929073334,0.9911906123161316,0.8952005505561829,0.906070351600647,0.08033380657434464,0.9773099422454834,0.6021687388420105,0.7442207336425781,0.00025
0.021168503910303116,0.9914383292198181,0.8953028917312622,0.9088665246963501,0.07079549133777618,0.9800356030464172,0.6704481840133667,0.7783389091491699,0.00025
0.020786145702004433,0.9915797114372253,0.8970315456390381,0.9101579785346985,0.060900863260030746,0.9818856120109558,0.7160562872886658,0.8028198480606079,0.00025
0.02109013870358467,0.9914731979370117,0.8956626057624817,0.9090779423713684,0.06259538233280182,0.9824455976486206,0.7327508926391602,0.8094774484634399,0.00025
0.02080450765788555,0.9915072917938232,0.9016437530517578,0.9095765352249146,0.05711743235588074,0.9833559989929199,0.7581198811531067,0.8259353637695312,0.00025
0.02053978107869625,0.9916003346443176,0.8990037441253662,0.9106181859970093,0.057039178907871246,0.983225405216217,0.7563952207565308,0.8239909410476685,0.00025
0.01969733275473118,0.9920135736465454,0.9001674652099609,0.9146130084991455,0.05976954102516174,0.9828566312789917,0.7583128809928894,0.825527548789978,0.00025
0.019677799195051193,0.9919115900993347,0.9000681042671204,0.9138335585594177,0.060306109488010406,0.9831568598747253,0.7552611827850342,0.8248142600059509,0.00025
0.019865911453962326,0.991958737373352,0.8959288001060486,0.9143003225326538,0.07020711898803711,0.9807185530662537,0.6955671906471252,0.8008185625076294,0.00025
0.02064397744834423,0.9916242957115173,0.9007072448730469,0.9107742309570312,0.06203006953001022,0.9827906489372253,0.7442454099655151,0.8195714950561523,0.00025
0.019259430468082428,0.9921219348907471,0.9046464562416077,0.9161384105682373,0.05913218483328819,0.983289897441864,0.7554279565811157,0.8242886066436768,0.000125
0.017964046448469162,0.9926762580871582,0.9128581285476685,0.92143714427948,0.05782958120107651,0.9832611083984375,0.7635656595230103,0.8275768756866455,0.000125
0.017356565222144127,0.9928118586540222,0.9097653031349182,0.9229116439819336,0.05933225154876709,0.9828400015830994,0.7629324793815613,0.8255470991134644,0.000125
0.017053751274943352,0.9929378032684326,0.914870023727417,0.9242138862609863,0.05961097404360771,0.9832598567008972,0.7539510726928711,0.8236257433891296,0.000125
0.01652183197438717,0.9931118488311768,0.9168369770050049,0.9259317517280579,0.05977192521095276,0.9833114147186279,0.766794741153717,0.8292673826217651,0.000125
0.01601809822022915,0.993358850479126,0.9225393533706665,0.928530216217041,0.06119326502084732,0.9832993745803833,0.7611250281333923,0.8265019655227661,6.25e-05
0.015984775498509407,0.9933850169181824,0.9227407574653625,0.9289475679397583,0.06302095949649811,0.983281672000885,0.7587252259254456,0.8248922824859619,6.25e-05
0.015454457141458988,0.993570864200592,0.9237486124038696,0.9307308197021484,0.06293931603431702,0.9831075072288513,0.7619307637214661,0.8254433870315552,6.25e-05
0.01535310409963131,0.9936274886131287,0.923862099647522,0.9314194917678833,0.06319631636142731,0.9832839965820312,0.7606593370437622,0.8258839845657349,6.25e-05
0.01517327968031168,0.9937157034873962,0.9252651929855347,0.9322259426116943,0.06282494962215424,0.9833451509475708,0.7623621225357056,0.826959490776062,6.25e-05
0.015007516369223595,0.9938085675239563,0.9259867072105408,0.9333364367485046,0.06363992393016815,0.9833077192306519,0.7612196207046509,0.8268330693244934,3.125e-05
0.014832191169261932,0.9938995838165283,0.9286395311355591,0.9342466592788696,0.0644218847155571,0.9832379817962646,0.761134147644043,0.8260411024093628,3.125e-05
0.014747482724487782,0.9939234852790833,0.9271663427352905,0.9343686699867249,0.06465557217597961,0.9831289649009705,0.761306881904602,0.8259507417678833,3.125e-05
0.014700059778988361,0.9939074516296387,0.9259021282196045,0.9344266653060913,0.06519047915935516,0.9831874966621399,0.757800817489624,0.8244063854217529,3.125e-05
0.014644643291831017,0.9939691424369812,0.9286572337150574,0.9348775148391724,0.06583983451128006,0.9832360148429871,0.7596360445022583,0.8259806632995605,3.125e-05
0.014526788145303726,0.9939734935760498,0.9297864437103271,0.935017466545105,0.0655822828412056,0.983198344707489,0.7586843967437744,0.825133204460144,1.5625e-05
0.014266236685216427,0.9941116571426392,0.9310250878334045,0.9364070296287537,0.0660584419965744,0.9831836819648743,0.7583224177360535,0.8248435258865356,1.5625e-05
0.014379355125129223,0.9940942525863647,0.9271675944328308,0.9362034797668457,0.06596896797418594,0.9831806421279907,0.7577544450759888,0.8245059847831726,1.5625e-05
0.014507378451526165,0.9939984679222107,0.9250235557556152,0.9351909160614014,0.0664554163813591,0.9830664396286011,0.7546654343605042,0.8228083848953247,1.5625e-05
0.014359225519001484,0.9940615892410278,0.928525447845459,0.9358262419700623,0.06600155681371689,0.9831326603889465,0.7578281164169312,0.8247175216674805,1.5625e-05
0.01411797571927309,0.9941892623901367,0.9312191009521484,0.9373340606689453,0.06645585596561432,0.9831620454788208,0.7566463947296143,0.8242988586425781,7.8125e-06
0.014143611304461956,0.9941713809967041,0.9315855503082275,0.9370673894882202,0.06655153632164001,0.9831183552742004,0.7564898133277893,0.8239285349845886,7.8125e-06
0.014274762943387032,0.9941237568855286,0.9187930822372437,0.9365235567092896,0.06674563139677048,0.9831275939941406,0.7574878931045532,0.8242765665054321,7.8125e-06
0.014047251082956791,0.9942311644554138,0.9335959553718567,0.9376667737960815,0.0668603703379631,0.9831792712211609,0.7559658288955688,0.8240224123001099,7.8125e-06
0.014090076088905334,0.9941824078559875,0.9328159093856812,0.9371674060821533,0.06713613867759705,0.9831324219703674,0.7556155920028687,0.8236493468284607,7.8125e-06
0.014117788523435593,0.9941665530204773,0.9316102862358093,0.936904788017273,0.0671471431851387,0.9831295609474182,0.7559331059455872,0.8238484859466553,3.90625e-06
0.014061729423701763,0.9942062497138977,0.9329046607017517,0.9373407363891602,0.06696409732103348,0.9831294417381287,0.757195770740509,0.8242694139480591,3.90625e-06
0.014037408865988255,0.9942010641098022,0.9309282898902893,0.937473714351654,0.06725034862756729,0.9830986857414246,0.7559168934822083,0.8235242366790771,3.90625e-06
0.013944585807621479,0.9942597150802612,0.9310420751571655,0.937915563583374,0.06726957857608795,0.9831104874610901,0.7558609247207642,0.8237559795379639,3.90625e-06
0.013922696001827717,0.9942536354064941,0.933055579662323,0.9379352927207947,0.06732608377933502,0.9831000566482544,0.7560044527053833,0.8237012028694153,3.90625e-06
0.013965422287583351,0.9942405223846436,0.927168071269989,0.9376797676086426,0.06742168962955475,0.983099639415741,0.7563515305519104,0.8238431811332703,1.953125e-06
0.013940480537712574,0.9942662119865417,0.9303013682365417,0.9380906820297241,0.06746411323547363,0.9830952286720276,0.7557607889175415,0.8235189318656921,1.953125e-06
0.013884986750781536,0.9942810535430908,0.9329695105552673,0.9381324052810669,0.06745199859142303,0.9830947518348694,0.7565111517906189,0.823864758014679,1.953125e-06
