,precision,recall,f1-score,support
0,0.9912790697674418,1.0,0.9956204379562044,341.0
1,0.9888475836431226,0.9925373134328358,0.9906890130353817,268.0
2,1.0,0.9905362776025236,0.9952456418383517,317.0
3,1.0,0.9961685823754789,0.9980806142034548,261.0
accuracy,0.9949452401010952,0.9949452401010952,0.9949452401010952,0.9949452401010952
macro avg,0.9950316633526411,0.9948105433527096,0.9949089267583482,1187.0
weighted avg,0.9949766766698017,0.9949452401010952,0.9949478800390962,1187.0
