loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score,lr
1.5689446926116943,0.5475021600723267,0.507835865020752,1.8048769235610962,0.3928984999656677,0.3297770321369171,0.001
0.72913658618927,0.7683126330375671,0.7595626711845398,1.2670091390609741,0.592435359954834,0.5473400950431824,0.001
0.5042831897735596,0.8404080867767334,0.8344992399215698,0.9541614055633545,0.7213431000709534,0.7062311172485352,0.001
0.3768729269504547,0.8777552843093872,0.871644139289856,0.7206863760948181,0.7815515398979187,0.7760049700737,0.001
0.2860879898071289,0.9059581756591797,0.9043199419975281,0.6886987090110779,0.7761482000350952,0.7675367593765259,0.001
0.22347110509872437,0.9264606237411499,0.9244094491004944,0.682969331741333,0.7908143401145935,0.7765491604804993,0.001
0.18536995351314545,0.942054033279419,0.9401649236679077,0.5958860516548157,0.8124276399612427,0.8039501309394836,0.001
0.16814543306827545,0.9451342225074768,0.9471360445022583,0.6584365963935852,0.8112697601318359,0.7936869859695435,0.001
0.14689937233924866,0.9522571563720703,0.950659990310669,0.5635594725608826,0.8301814198493958,0.8300084471702576,0.001
0.1233043447136879,0.9628452658653259,0.9636727571487427,0.6288012862205505,0.8189888000488281,0.8197901844978333,0.001
0.11095799505710602,0.9665992259979248,0.9663023352622986,0.5794541239738464,0.8332690000534058,0.8205860257148743,0.001
0.09389124810695648,0.9724708199501038,0.9728677272796631,0.5542060732841492,0.8379004001617432,0.8360939621925354,0.001
0.08236874639987946,0.9742034673690796,0.974104106426239,0.584467351436615,0.8371285200119019,0.8332284092903137,0.001
0.07807925343513489,0.9778611660003662,0.9775061011314392,0.5154329538345337,0.8560401201248169,0.8446714282035828,0.001
0.07723861187696457,0.977764904499054,0.9767699241638184,0.5381688475608826,0.8552682399749756,0.8450509905815125,0.001
0.06515058130025864,0.9789199829101562,0.977755606174469,0.5369489789009094,0.8622153401374817,0.8566134572029114,0.001
0.05870124325156212,0.9831552505493164,0.9830456972122192,0.5477597117424011,0.8579698801040649,0.856338381767273,0.001
0.05837588012218475,0.9834439754486084,0.9841511249542236,0.5698429942131042,0.8544963002204895,0.8452286720275879,0.001
0.053553033620119095,0.9838290214538574,0.9841581583023071,0.6077647805213928,0.8390582799911499,0.8364282846450806,0.001
0.04205063730478287,0.9892193078994751,0.9898213148117065,0.44595345854759216,0.8815129399299622,0.8737632036209106,0.0005
0.021885471418499947,0.9947059154510498,0.9946879148483276,0.39807915687561035,0.8954071998596191,0.888831377029419,0.0005
0.019524820148944855,0.9952834248542786,0.9953645467758179,0.3960251212120056,0.9031261801719666,0.8972092270851135,0.0005
0.015682978555560112,0.9962459802627563,0.9958456754684448,0.3872672915458679,0.8992666602134705,0.8946228623390198,0.0005
0.014576677232980728,0.9970160126686096,0.9965164661407471,0.37708303332328796,0.90852952003479,0.9001761674880981,0.0005
0.013698894530534744,0.9960534572601318,0.995910108089447,0.4071572422981262,0.9008104801177979,0.8970919847488403,0.0005
0.01179992314428091,0.9974973201751709,0.9974796175956726,0.39457637071609497,0.9058278799057007,0.9043540358543396,0.0005
0.011506994254887104,0.9973047971725464,0.9973791241645813,0.376262903213501,0.9120030999183655,0.9102771878242493,0.0005
0.010833251290023327,0.9974973201751709,0.9979342222213745,0.3931621015071869,0.9027402400970459,0.9014056324958801,0.0005
0.012802338227629662,0.9966310262680054,0.9968799352645874,0.3853349983692169,0.9058278799057007,0.9033350348472595,0.0005
0.010820752941071987,0.9975935816764832,0.9974880814552307,0.39728450775146484,0.9027402400970459,0.8988953232765198,0.0005
0.009970622137188911,0.9976898431777954,0.9978878498077393,0.3983244299888611,0.9004245400428772,0.8956237435340881,0.0005
0.008620941080152988,0.9976898431777954,0.9978260397911072,0.38741451501846313,0.9062138199806213,0.9005052447319031,0.0005
0.008029833436012268,0.9986523985862732,0.9985198378562927,0.3556644320487976,0.9116171002388,0.9097066521644592,0.00025
0.006953425705432892,0.9982673525810242,0.998153567314148,0.3518385589122772,0.9112311601638794,0.9095513820648193,0.00025
0.0058759767562150955,0.9987486600875854,0.9986895322799683,0.34996360540390015,0.9147047400474548,0.9133986234664917,0.00025
0.0053708055056631565,0.9987486600875854,0.9985724687576294,0.34877437353134155,0.9139328598976135,0.9132870435714722,0.00025
0.005899486131966114,0.9989411234855652,0.9989323616027832,0.35499951243400574,0.9154766201972961,0.9139336943626404,0.00025
0.004625525325536728,0.9991336464881897,0.9991452693939209,0.35982704162597656,0.9150906801223755,0.9125931262969971,0.00025
0.004440248012542725,0.9991336464881897,0.9990905523300171,0.3670555651187897,0.9139328598976135,0.9098969101905823,0.00025
0.004709001164883375,0.9991336464881897,0.9990471005439758,0.3611408770084381,0.9150906801223755,0.9121801257133484,0.00025
0.004368733149021864,0.999229907989502,0.9992350935935974,0.35929936170578003,0.9158626198768616,0.9133158326148987,0.00025
0.003572454210370779,0.9995186924934387,0.9995849132537842,0.3567405641078949,0.9158626198768616,0.9135381579399109,0.000125
0.0057227774523198605,0.9990373849868774,0.9988248348236084,0.3596048057079315,0.9139328598976135,0.9107906222343445,0.000125
0.004495246335864067,0.9991336464881897,0.9992531538009644,0.3571241497993469,0.9158626198768616,0.9131977558135986,0.000125
0.0038311148528009653,0.9995186924934387,0.9994677305221558,0.3564997613430023,0.9170204401016235,0.914713978767395,0.000125
0.0034457407891750336,0.999614953994751,0.9995115995407104,0.34930023550987244,0.9150906801223755,0.913071870803833,0.000125
0.0031755545642226934,0.9994224309921265,0.9995185136795044,0.3494815230369568,0.9158626198768616,0.9129215478897095,6.25e-05
0.002941616578027606,0.9997112154960632,0.9997462630271912,0.3509237766265869,0.9166345000267029,0.9143245816230774,6.25e-05
0.003276377683505416,0.999614953994751,0.9996932744979858,0.3495379686355591,0.9181783199310303,0.9164833426475525,6.25e-05
0.0031016760040074587,0.999614953994751,0.9997375011444092,0.34708133339881897,0.9185642600059509,0.917173445224762,6.25e-05
0.0033322779927402735,0.999614953994751,0.9995855689048767,0.3462963402271271,0.920494019985199,0.9185779690742493,6.25e-05
0.002965125720947981,0.9995186924934387,0.9995923042297363,0.34602805972099304,0.9216518402099609,0.920139491558075,6.25e-05
0.003585309721529484,0.9991336464881897,0.9991533160209656,0.3452609181404114,0.9208799600601196,0.919114351272583,6.25e-05
0.0028547646943479776,0.999614953994751,0.9995863437652588,0.34285253286361694,0.9189502000808716,0.9166061878204346,6.25e-05
0.0030572812538594007,0.9993261694908142,0.999229371547699,0.3418099284172058,0.9197220802307129,0.9176208972930908,6.25e-05
0.0030288549605757,0.9995186924934387,0.999508261680603,0.33910107612609863,0.9189502000808716,0.9178892374038696,6.25e-05
0.002802726812660694,0.9995186924934387,0.9996138215065002,0.34017258882522583,0.9189502000808716,0.9173822999000549,6.25e-05
0.0030842286068946123,0.9995186924934387,0.999417245388031,0.33863499760627747,0.9208799600601196,0.9194220304489136,6.25e-05
0.0025497491005808115,0.999614953994751,0.999663770198822,0.33586910367012024,0.9228097200393677,0.9209145903587341,6.25e-05
