,precision,recall,f1-score,support
0,0.9882352941176471,0.9853372434017595,0.986784140969163,341.0
1,0.9885496183206107,0.9664179104477612,0.9773584905660377,268.0
2,0.984472049689441,1.0,0.9921752738654147,317.0
3,0.973384030418251,0.9808429118773946,0.9770992366412214,261.0
accuracy,0.9839932603201348,0.9839932603201348,0.9839932603201348,0.9839932603201348
macro avg,0.9836602481364874,0.9831495164317288,0.9833542855104593,1187.0
weighted avg,0.984035724258431,0.9839932603201348,0.9839662427303101,1187.0
