loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score,lr
2.2607827186584473,0.23861776292324066,0.15389524400234222,2.5737593173980713,0.14820532500743866,0.01985779032111168,0.001
1.8678202629089355,0.37491574883461,0.29641589522361755,3.0323753356933594,0.07719027251005173,0.011024447157979012,0.001
1.5017365217208862,0.5013957023620605,0.4520103633403778,3.7044668197631836,0.07796217501163483,0.018016085028648376,0.001
1.1449838876724243,0.6242179274559021,0.5939851999282837,3.9142839908599854,0.08722501248121262,0.055247712880373,0.001
0.8601721525192261,0.7279815077781677,0.7077308297157288,1.8110586404800415,0.5152450799942017,0.42281031608581543,0.001
0.681331217288971,0.7737991809844971,0.7597779631614685,1.864699125289917,0.5164029002189636,0.45694705843925476,0.001
0.5181550979614258,0.8286648988723755,0.8193846940994263,2.1672937870025635,0.4998070299625397,0.43586596846580505,0.001
0.418567031621933,0.865915834903717,0.8589564561843872,1.9518311023712158,0.5526823401451111,0.4793257415294647,0.001
0.3449832499027252,0.8874770998954773,0.8846645951271057,1.3042330741882324,0.6491702198982239,0.6127734184265137,0.001
0.2865804135799408,0.9061506986618042,0.8995878100395203,1.3897018432617188,0.6483982801437378,0.6333786249160767,0.001
0.2757548391819,0.9046106338500977,0.9018540978431702,1.5765025615692139,0.6387495398521423,0.5752625465393066,0.001
0.2657632827758789,0.9155837297439575,0.9141805768013,1.482804298400879,0.6009262800216675,0.5823261737823486,0.001
0.2674257457256317,0.9131773710250854,0.909043550491333,0.9886499643325806,0.7286761999130249,0.7301215529441833,0.001
0.22296416759490967,0.9274231791496277,0.9253515005111694,1.3715894222259521,0.6777306199073792,0.6556016802787781,0.001
0.2106219381093979,0.9304071068763733,0.9273651242256165,2.0667524337768555,0.5565418601036072,0.5092593431472778,0.001
0.2121051549911499,0.9305033683776855,0.9286201000213623,1.2657098770141602,0.6727132201194763,0.6440566182136536,0.001
0.1440921425819397,0.9541822671890259,0.9523845314979553,3.5497794151306152,0.42107293009757996,0.3643370270729065,0.001
0.09451605379581451,0.971893310546875,0.9726561307907104,0.6350973844528198,0.8379004001617432,0.8273041248321533,0.001
0.07573282718658447,0.9759360551834106,0.9749646782875061,0.9097532629966736,0.7688151001930237,0.7355109453201294,0.001
0.08152557909488678,0.9751660227775574,0.9741849303245544,1.6387876272201538,0.6437668800354004,0.6217243075370789,0.001
0.08952683210372925,0.9714120626449585,0.9692639708518982,1.189273715019226,0.7290621399879456,0.6981493234634399,0.001
0.127096027135849,0.9613052010536194,0.958991289138794,1.1769733428955078,0.730605959892273,0.7300653457641602,0.001
0.20927703380584717,0.9318509697914124,0.9285918474197388,2.2185111045837402,0.597452700138092,0.5717259645462036,0.001
0.06688261777162552,0.978149950504303,0.9766467809677124,0.3450333774089813,0.9154766201972961,0.9102159142494202,0.0005
0.018281152471899986,0.9954759478569031,0.9946359395980835,0.35537153482437134,0.9150906801223755,0.9060816168785095,0.0005
0.010929921641945839,0.9974973201751709,0.9973476529121399,0.32071101665496826,0.9228097200393677,0.9182837605476379,0.0005
0.004617613740265369,0.9994224309921265,0.9993996024131775,0.32308340072631836,0.9270551800727844,0.9214829802513123,0.0005
0.004484278149902821,0.9995186924934387,0.9994629621505737,0.30729958415031433,0.9309147000312805,0.926338255405426,0.0005
0.003835258074104786,0.9997112154960632,0.9996635913848877,0.357323557138443,0.9162485599517822,0.9114206433296204,0.0005
0.004588751122355461,0.999229907989502,0.9994129538536072,0.3134453594684601,0.9212659001350403,0.9184495210647583,0.0005
0.004648005124181509,0.999229907989502,0.9994825720787048,0.34220021963119507,0.9228097200393677,0.9193171262741089,0.0005
