loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score,lr
1.8857372999191284,0.3723168671131134,0.2762693464756012,2.5407705307006836,0.13276727497577667,0.018031712621450424,1e-04
1.2496626377105713,0.5888921022415161,0.5450313091278076,2.518073558807373,0.07719027251005173,0.011024447157979012,1e-04
0.9079461693763733,0.7038213014602661,0.6784398555755615,2.506051778793335,0.07719027251005173,0.011024447157979012,1e-04
0.6790709495544434,0.777938187122345,0.7619884014129639,2.5445897579193115,0.09610188752412796,0.03013446554541588,1e-04
0.49546727538108826,0.8390604853630066,0.8273894786834717,2.790816307067871,0.18023928999900818,0.044052280485630035,1e-04
0.39704421162605286,0.8738088011741638,0.8693018555641174,3.0481390953063965,0.2512543499469757,0.10549622774124146,1e-04
0.30740994215011597,0.9013379216194153,0.8962658047676086,1.896876573562622,0.4666152000427246,0.3167079985141754,1e-04
0.249118834733963,0.9226104021072388,0.9184472560882568,0.7087380886077881,0.7695870399475098,0.7437368035316467,1e-04
0.21651677787303925,0.9284819960594177,0.9265778064727783,0.5794039368629456,0.8313392400741577,0.7899578213691711,1e-04
0.1735849231481552,0.9435941576957703,0.9423150420188904,0.4552524983882904,0.8676186800003052,0.8618901371955872,1e-04
0.15097925066947937,0.9507170915603638,0.9484235644340515,0.45372211933135986,0.8695484399795532,0.8578932881355286,1e-04
0.12723572552204132,0.9581287503242493,0.9572135806083679,0.599864661693573,0.8286375999450684,0.8284523487091064,1e-04
0.12599754333496094,0.9588025212287903,0.9576159715652466,0.39684566855430603,0.887688159942627,0.8797422051429749,1e-04
0.10620036721229553,0.9666954874992371,0.9662964344024658,0.38303104043006897,0.8803550601005554,0.8739879727363586,1e-04
0.10993742942810059,0.963230311870575,0.961446225643158,0.36313411593437195,0.8992666602134705,0.8920375108718872,1e-04
0.09097418189048767,0.9710270166397095,0.9712656736373901,0.367852121591568,0.8923195600509644,0.8885667324066162,1e-04
0.08041278272867203,0.9760323166847229,0.9756232500076294,0.3839527666568756,0.8946352601051331,0.8777168393135071,1e-04
0.07677340507507324,0.9751660227775574,0.9738737344741821,0.35520875453948975,0.9015824198722839,0.8901051878929138,1e-04
0.06228262931108475,0.9793049693107605,0.9779061079025269,0.2994917333126068,0.9150906801223755,0.9049739241600037,1e-04
0.07240080833435059,0.9755510091781616,0.9740586280822754,0.4804238975048065,0.87379390001297,0.8688185214996338,1e-04
0.07627875357866287,0.9751660227775574,0.9764319658279419,0.4707782566547394,0.87688148021698,0.8745577335357666,1e-04
0.07065468281507492,0.9787274599075317,0.9788155555725098,0.4992046654224396,0.8710922598838806,0.8680989742279053,1e-04
0.0834323987364769,0.9738184213638306,0.9740517139434814,0.3456073999404907,0.9104592800140381,0.9031479358673096,1e-04
0.05147763341665268,0.9826739430427551,0.981075644493103,0.2903415262699127,0.925511360168457,0.923255205154419,1e-04
0.04741113260388374,0.9840215444564819,0.9838885068893433,0.33559370040893555,0.9147047400474548,0.9138618111610413,1e-04
0.049335215240716934,0.9844065308570862,0.9847884774208069,0.27410534024238586,0.9297568202018738,0.9277408719062805,1e-04
0.04557172209024429,0.9858503937721252,0.985844075679779,0.5342763662338257,0.8591277599334717,0.8471336960792542,1e-04
0.05487265810370445,0.9831552505493164,0.982201099395752,0.6016266942024231,0.8425318598747253,0.8277941346168518,1e-04
0.05932769551873207,0.9824814200401306,0.981971800327301,0.31603822112083435,0.9147047400474548,0.913371205329895,1e-04
0.0503738708794117,0.9840215444564819,0.9846354126930237,0.2948150336742401,0.9247394800186157,0.9216387271881104,1e-04
0.038324836641550064,0.9878717660903931,0.987142026424408,0.37144196033477783,0.9100733399391174,0.9066932797431946,1e-04
0.02607908844947815,0.9923957586288452,0.9922600388526917,0.2043452113866806,0.9502122402191162,0.9472162127494812,5e-05
0.017193341627717018,0.9942246079444885,0.9940401315689087,0.18715313076972961,0.9548436999320984,0.9541522860527039,5e-05
0.01830264925956726,0.9935508370399475,0.9930825233459473,0.19230346381664276,0.953299880027771,0.9526263475418091,5e-05
0.01627839170396328,0.9939358830451965,0.9935675859451294,0.16222114861011505,0.9556155800819397,0.9546160101890564,5e-05
0.013333656825125217,0.9954759478569031,0.9949259757995605,0.17054927349090576,0.9587032198905945,0.9566054940223694,5e-05
0.01427809614688158,0.9957647323608398,0.9950818419456482,0.1841789335012436,0.953299880027771,0.9511503577232361,5e-05
0.015326626598834991,0.9952834248542786,0.9954184889793396,0.19857388734817505,0.9525279998779297,0.9519495964050293,5e-05
0.01703755371272564,0.994032084941864,0.9936560392379761,0.19182446599006653,0.9521420001983643,0.9514286518096924,5e-05
0.015227790921926498,0.9947059154510498,0.9946273565292358,0.19934314489364624,0.9567734599113464,0.9544152617454529,5e-05
0.009553996846079826,0.9961497187614441,0.9958596229553223,0.17539674043655396,0.9594751000404358,0.9583727121353149,2.5e-05
0.00990576483309269,0.9971122741699219,0.9967453479766846,0.16510501503944397,0.9610189199447632,0.959567666053772,2.5e-05
0.006834421306848526,0.9976898431777954,0.997449517250061,0.17088870704174042,0.9602469801902771,0.9588786363601685,2.5e-05
0.0078039891086518764,0.9975935816764832,0.9974642395973206,0.17832818627357483,0.9579312801361084,0.9570544958114624,2.5e-05
0.007425758522003889,0.9972085356712341,0.9968250393867493,0.17535188794136047,0.9594751000404358,0.9565155506134033,2.5e-05
