loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score
0.05398205295205116,0.9821926951408386,0.9808201789855957,0.3717791736125946,0.9104592800140381,0.9059529304504395
0.05530582368373871,0.9808450937271118,0.9804470539093018,0.2756742537021637,0.9220378398895264,0.9228599667549133
0.050185009837150574,0.9827702045440674,0.9820052981376648,0.3841005265712738,0.9027402400970459,0.8977910280227661
0.057813581079244614,0.9800750613212585,0.9794840812683105,0.20240628719329834,0.9498263001441956,0.9498105049133301
0.04537269100546837,0.9833477139472961,0.9829456806182861,0.22884857654571533,0.9386337399482727,0.937450647354126
0.04104785621166229,0.986427903175354,0.9866222739219666,0.23872588574886322,0.9355461001396179,0.9327874183654785
0.040505386888980865,0.9858503937721252,0.9864233732223511,0.2351803481578827,0.9424932599067688,0.9414505958557129
0.043892424553632736,0.9838290214538574,0.9837899804115295,0.3852812945842743,0.891547679901123,0.884242594242096
0.04141769930720329,0.9856578707695007,0.984651505947113,0.22625099122524261,0.9444230198860168,0.9419532418251038
0.03812619298696518,0.9873904585838318,0.9873257875442505,0.2099585384130478,0.9440370202064514,0.9448537230491638
0.04189494252204895,0.9847915768623352,0.9839600324630737,0.25993525981903076,0.9347742199897766,0.9318490028381348
0.041495732963085175,0.9860429167747498,0.9853765964508057,0.28226238489151,0.9262832999229431,0.9213709831237793
0.04843633994460106,0.9838290214538574,0.9833210706710815,0.30914977192878723,0.9313006401062012,0.9266696572303772
0.05007264390587807,0.9832514524459839,0.9829316139221191,0.3049517571926117,0.9239675998687744,0.9176822900772095
0.052043553441762924,0.9820001721382141,0.9824653267860413,0.33681485056877136,0.9108452200889587,0.9084225296974182
0.04469750449061394,0.9825776815414429,0.9815077185630798,0.27955150604248047,0.9282130599021912,0.9209226965904236
0.056326013058423996,0.9794012308120728,0.9772130250930786,0.38168466091156006,0.9027402400970459,0.892640233039856
0.06603343039751053,0.977764904499054,0.9769203662872314,0.3309914171695709,0.9154766201972961,0.901177704334259
0.051267847418785095,0.9823851585388184,0.9826393723487854,0.4370152950286865,0.8988807201385498,0.8924946784973145
0.06542693823575974,0.9797862768173218,0.9797819256782532,0.2719205617904663,0.9332304000854492,0.9311174750328064
0.04468071833252907,0.9839252829551697,0.9830111265182495,0.24352508783340454,0.9285989999771118,0.9229872822761536
0.05210245028138161,0.9816151261329651,0.9802156686782837,0.3461270332336426,0.9131609201431274,0.9086849689483643
0.05913355201482773,0.9803637862205505,0.9785125851631165,0.2793470621109009,0.925511360168457,0.9195828437805176
0.04350535571575165,0.985369086265564,0.9843417406082153,0.32124850153923035,0.9139328598976135,0.9101778268814087
0.046841587871313095,0.9820001721382141,0.9814610481262207,0.2289179265499115,0.9428791999816895,0.9387122988700867
0.0366278700530529,0.9867166876792908,0.9859750866889954,0.21057936549186707,0.9448089599609375,0.9469045996665955
0.042307280004024506,0.9858503937721252,0.9851508140563965,0.20065025985240936,0.9509841799736023,0.9529802203178406
0.04924729838967323,0.9833477139472961,0.9823184609413147,0.2125253826379776,0.9455808401107788,0.9462937712669373
0.03480630740523338,0.9871017336845398,0.9868731498718262,0.2419070303440094,0.9367039799690247,0.9362791776657104
0.03563651069998741,0.9873904585838318,0.9865673780441284,0.20159852504730225,0.9467387199401855,0.941325306892395
0.033779215067625046,0.9873904585838318,0.9872425198554993,0.30563732981681824,0.9228097200393677,0.9221168756484985
0.03337813913822174,0.9878717660903931,0.986923098564148,0.22505471110343933,0.9482824802398682,0.9456611275672913
0.04371557757258415,0.984695315361023,0.9846075177192688,0.4673343002796173,0.9008104801177979,0.8885131478309631
0.05039755254983902,0.9823851585388184,0.9812473654747009,0.27180442214012146,0.9367039799690247,0.9340187311172485
0.056796468794345856,0.980556309223175,0.9808288216590881,0.2827562987804413,0.9305287599563599,0.9273031949996948
0.056045517325401306,0.9817113876342773,0.9794682264328003,0.4085196256637573,0.9096873998641968,0.8953903317451477
0.039835818111896515,0.9867166876792908,0.9869440793991089,0.2344929724931717,0.9444230198860168,0.9409304261207581
0.03634218871593475,0.986812949180603,0.9865530729293823,0.23265838623046875,0.9432651400566101,0.9444056153297424
0.03628648445010185,0.9872941970825195,0.9865599870681763,0.19151799380779266,0.9505982398986816,0.9490697383880615
0.033298298716545105,0.9880642890930176,0.9882014989852905,0.25973963737487793,0.9378618001937866,0.9363659024238586
0.043527863919734955,0.9860429167747498,0.9862756133079529,0.30376550555229187,0.9208799600601196,0.921590268611908
0.03341313451528549,0.987486720085144,0.9868559241294861,0.22835774719715118,0.9432651400566101,0.9411628842353821
0.04623422771692276,0.9854653477668762,0.984719455242157,0.4251009225845337,0.9058278799057007,0.9039397835731506
0.04946136847138405,0.9837327599525452,0.9832873344421387,0.22503669559955597,0.9455808401107788,0.942517101764679
0.03907281905412674,0.9869092106819153,0.9867404699325562,0.28347456455230713,0.9378618001937866,0.9345255494117737
0.04059137776494026,0.9863316416740417,0.9854224920272827,0.23395785689353943,0.9405634999275208,0.9397013187408447
0.040742479264736176,0.986427903175354,0.9861311316490173,0.2219359278678894,0.9455808401107788,0.9438976049423218
0.03728007525205612,0.9872941970825195,0.9866130948066711,0.26920023560523987,0.9313006401062012,0.9286996722221375
0.03301900625228882,0.9878717660903931,0.9878531098365784,0.22281964123249054,0.9529139399528503,0.9523311257362366
0.031328774988651276,0.9891230463981628,0.9880123734474182,0.21828754246234894,0.9440370202064514,0.9411272406578064
