loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score
2.1899588108062744,0.25526997447013855,0.14969119429588318,2.549811363220215,0.13276727497577667,0.018031712621450424
1.8397780656814575,0.3813648819923401,0.2738664150238037,2.536278009414673,0.13276727497577667,0.018031712621450424
1.6434428691864014,0.4420059621334076,0.3672974109649658,2.5202317237854004,0.14511771500110626,0.019496513530611992
1.4610852003097534,0.507459819316864,0.4518009424209595,2.5009357929229736,0.13276727497577667,0.018031712621450424
1.3063790798187256,0.5587640404701233,0.5157636404037476,2.484297752380371,0.13276727497577667,0.018031712621450424
1.1556224822998047,0.6120896935462952,0.5816822648048401,2.4761860370635986,0.13276727497577667,0.018031712621450424
1.0447014570236206,0.6503031849861145,0.623615562915802,2.5100932121276855,0.1485912799835205,0.020517457276582718
0.9456475973129272,0.6838964223861694,0.665619969367981,2.684767007827759,0.14820532500743866,0.01985779032111168
0.8630717992782593,0.706612765789032,0.686802327632904,2.7554633617401123,0.16325743496418,0.03599217161536217
0.8112878203392029,0.7232649922370911,0.7028977870941162,2.191117525100708,0.2883056700229645,0.16821883618831635
0.7109802961349487,0.7597458362579346,0.7445724606513977,1.0532612800598145,0.6514859199523926,0.6125192642211914
0.6610962748527527,0.7776494026184082,0.7611982226371765,0.882017970085144,0.6943265199661255,0.6723660826683044
0.6286453008651733,0.7868899703025818,0.7727481126785278,0.8047510981559753,0.7441142201423645,0.7215290069580078
0.56331467628479,0.8112426400184631,0.8025327324867249,0.831946611404419,0.7321497201919556,0.7014251351356506
0.5483433604240417,0.8161516785621643,0.807383120059967,0.829241931438446,0.733693540096283,0.7184187173843384
0.5116192698478699,0.8272210955619812,0.8201671242713928,0.7029603123664856,0.7769200801849365,0.766507625579834
0.45811885595321655,0.8460871577262878,0.8420131802558899,0.6269501447677612,0.798147439956665,0.7836906313896179
0.4396425783634186,0.8483973145484924,0.8424669504165649,0.5358858704566956,0.832111120223999,0.8196807503700256
0.40247246623039246,0.8673596978187561,0.8661720156669617,0.6851107478141785,0.7753763198852539,0.7586154341697693
0.3916321098804474,0.8680334687232971,0.864373505115509,0.5946215391159058,0.8066383600234985,0.8005585670471191
0.3565640151500702,0.8809317350387573,0.8761935830116272,0.7758114337921143,0.7672713398933411,0.7555655837059021
0.33393752574920654,0.8894984722137451,0.8863858580589294,0.6081147789955139,0.8085681200027466,0.7984787225723267
0.33583343029022217,0.8894984722137451,0.8875083327293396,0.6698556542396545,0.796217679977417,0.7805183529853821
0.3162190020084381,0.8909423351287842,0.8877739906311035,0.6028032898902893,0.8035507202148438,0.7909446358680725
0.2984708249568939,0.8993165493011475,0.898969292640686,0.69671231508255,0.7912002801895142,0.7757728695869446
0.2898321747779846,0.9043218493461609,0.9004751443862915,0.5724008083343506,0.8112697601318359,0.7990172505378723
0.2579776346683502,0.9122148156166077,0.9093177914619446,0.424404501914978,0.8606715202331543,0.8542978167533875
0.25463855266571045,0.9165462851524353,0.9156460762023926,0.46132197976112366,0.8548822999000549,0.8536213636398315
0.24919122457504272,0.9144287109375,0.9131036996841431,0.43185532093048096,0.8672327399253845,0.8601965308189392
0.24260693788528442,0.9156799912452698,0.915210485458374,0.5906297564506531,0.8193747401237488,0.8196905851364136
0.23539038002490997,0.9222254157066345,0.920769214630127,0.4634861350059509,0.8626012802124023,0.8574421405792236
0.21828359365463257,0.9287707805633545,0.9258684515953064,0.42144566774368286,0.861829400062561,0.8529874086380005
0.2002074271440506,0.9337760806083679,0.9322221279144287,0.4579525589942932,0.8653029799461365,0.8585755825042725
0.21012751758098602,0.9271344542503357,0.9264315366744995,0.6274541020393372,0.8093400001525879,0.7945621609687805
0.20782457292079926,0.9306958913803101,0.9280568361282349,0.36014625430107117,0.892705500125885,0.8878782391548157
0.18534110486507416,0.9389739036560059,0.9402787685394287,0.36755868792533875,0.891547679901123,0.8819908499717712
0.18031708896160126,0.9400327205657959,0.9395507574081421,0.40196463465690613,0.8764955401420593,0.8705748319625854
0.1716843694448471,0.9408990144729614,0.9398109912872314,0.4012245833873749,0.8838286399841309,0.8826920986175537
0.18395011126995087,0.9364712238311768,0.9366150498390198,0.42654797434806824,0.8691624999046326,0.8635534644126892
0.17987678945064545,0.9382038116455078,0.9372743964195251,0.442500501871109,0.8683905601501465,0.857017993927002
0.1774272322654724,0.942824125289917,0.9430360198020935,0.42108485102653503,0.8741798400878906,0.8609796762466431
0.14641223847866058,0.9481181502342224,0.9481233954429626,0.38184037804603577,0.8880741000175476,0.8842333555221558
0.15680231153964996,0.9469630718231201,0.9431477189064026,0.37788230180740356,0.8826707601547241,0.8751519322395325
0.16951851546764374,0.9432091116905212,0.9421018958091736,0.41959306597709656,0.8730220198631287,0.8694866299629211
0.14218774437904358,0.9522571563720703,0.9520660042762756,0.35471317172050476,0.8984947800636292,0.8809230923652649
0.15820813179016113,0.9462893009185791,0.9464040398597717,0.39011111855506897,0.891547679901123,0.8845754861831665
0.15157167613506317,0.9475406408309937,0.9483453631401062,0.3616602122783661,0.8973369002342224,0.8912855386734009
0.13240456581115723,0.9543747901916504,0.9547097682952881,0.29933038353919983,0.9131609201431274,0.9093677401542664
0.12056251615285873,0.9588987827301025,0.9583762884140015,0.3209303617477417,0.8992666602134705,0.8870333433151245
0.1489630490541458,0.9516796469688416,0.9505105018615723,0.43472322821617126,0.8676186800003052,0.8452015519142151
0.13571374118328094,0.9517759084701538,0.9496268033981323,0.5937015414237976,0.8406020998954773,0.822641134262085
0.1479429006576538,0.9499469995498657,0.9504563808441162,0.35378795862197876,0.889617919921875,0.8922402858734131
0.1273987591266632,0.956684947013855,0.9552791118621826,0.3561194837093353,0.8996526598930359,0.8888288736343384
0.11576898396015167,0.9613052010536194,0.9611470699310303,0.3213152587413788,0.904670000076294,0.9023786783218384
0.11331852525472641,0.9619789719581604,0.9624029397964478,0.35561248660087585,0.8965650200843811,0.8894689679145813
0.12171121686697006,0.9588987827301025,0.9581853747367859,0.3919476270675659,0.8869162201881409,0.8867029547691345
0.11963406205177307,0.9597650766372681,0.9585844278335571,0.35852134227752686,0.8984947800636292,0.8988112211227417
0.12121981382369995,0.9583212733268738,0.9580265283584595,0.3673747181892395,0.889617919921875,0.879958987236023
0.11017932742834091,0.9615939855575562,0.9613432288169861,0.3122691214084625,0.9158626198768616,0.9153357744216919
0.11065187305212021,0.9614977240562439,0.9617263078689575,0.2957584261894226,0.9193361401557922,0.9197678565979004
0.1270480751991272,0.9560111165046692,0.9552295207977295,0.33126190304756165,0.9000385999679565,0.8954708576202393
0.10587972402572632,0.963904082775116,0.9633943438529968,0.3104124963283539,0.9147047400474548,0.9133365750312805
0.1094926968216896,0.9618827104568481,0.9602558016777039,0.5659338235855103,0.8417599201202393,0.8309627175331116
0.141912579536438,0.9520646333694458,0.9522616863250732,0.2652583420276642,0.9293708801269531,0.928656816482544
0.11307535320520401,0.9626527428627014,0.9615895748138428,0.2888199985027313,0.9139328598976135,0.9079136848449707
0.08780302107334137,0.9685243368148804,0.9679023027420044,0.28725600242614746,0.9189502000808716,0.9156039357185364
0.08984863758087158,0.9704495072364807,0.9709743857383728,0.25656378269195557,0.9262832999229431,0.9200080037117004
0.0946698859333992,0.965347945690155,0.9644914269447327,0.3489020764827728,0.9023543000221252,0.8998724222183228
