,precision,recall,f1-score,support
0,1.0,1.0,1.0,341.0
1,1.0,1.0,1.0,268.0
2,0.9968553459119497,1.0,0.9984251968503937,317.0
3,1.0,0.9961685823754789,0.9980806142034548,261.0
accuracy,0.9991575400168492,0.9991575400168492,0.9991575400168492,0.9991575400168492
macro avg,0.9992138364779874,0.9990421455938697,0.9991264527634622,1187.0
weighted avg,0.9991601892620792,0.9991575400168492,0.9991573948683038,1187.0
