,precision,recall,f1-score,support
0,1.0,0.9765395894428153,0.9881305637982196,341.0
1,1.0,1.0,1.0,268.0
2,1.0,1.0,1.0,317.0
3,0.9702602230483272,1.0,0.9849056603773586,261.0
accuracy,0.9932603201347936,0.9932603201347936,0.9932603201347936,0.9932603201347936
macro avg,0.9925650557620818,0.9941348973607038,0.9932590560438945,1187.0
weighted avg,0.9934607567107104,0.9932603201347936,0.9932711875431199,1187.0
