,precision,recall,f1-score,support
0,0.9882352941176471,0.9853372434017595,0.986784140969163,341.0
1,0.9772727272727273,0.9626865671641791,0.9699248120300752,268.0
2,0.9692307692307692,0.9936908517350158,0.9813084112149532,317.0
3,0.9922480620155039,0.9808429118773946,0.9865125240847785,261.0
accuracy,0.9814658803706824,0.9814658803706824,0.9814658803706824,0.9814658803706824
macro avg,0.9817467131591618,0.9806393935445873,0.9811324720747424,1187.0
weighted avg,0.9815671644780194,0.9814658803706824,0.9814555828439865,1187.0
